Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO
7030;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA TIPO MAGNIFICA GRANITO 1.40MT;30/11/2016;24274;REFEITÓRIO ;0;TORT2007;2140;;
7145;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO SUPERIOR DA COPA-PADRAO FORMICA;30/11/2016;24277;COPA;0;TORT2007;2140;;
5681;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA REDONDA EM FORMICA CINZA COM PES DE;30/11/2016;24278;COPA;0;TORT2007;2140;;
16144;0;132010904;MOVEIS E UTENSILIOS - COML.;TV 42 POLEGADAS LG SLIM LED;30/11/2016;16144;MOTORISTAS;0;TORT2007;3112;LG;LED
17074;0;132010904;MOVEIS E UTENSILIOS - COML.;BANCO LONGARINA COM BRAÇOS E PÉS CROMADO;30/11/2016;24281;MOTORISTAS;0;TORT2007;3112;;
5659;0;132010904;MOVEIS E UTENSILIOS - COML.;CADEIRA MOD. 5006 BE BASE BACK SYSTEM II;30/11/2016;24284;OUTBOUND;0;TORT2007;2140;;
8772;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA ER-02 COM 3 GAVETAS CINZA;30/11/2016;24285;OUTBOUND;0;TORT2007;2140;;
5684;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA EM FORMICA CINZA  PARA COMPUTADOR C;30/11/2016;24286;OUTBOUND;0;TORT2007;2140;;
14561;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR DELL E1709W 17'' WIDESCREEN;30/11/2016;24287;OUTBOUND;0;TORT2007;3112;DELL;E17
14880;1;132010904;MOVEIS E UTENSILIOS - COML.;CONDICIONADOR SPLIT 09FR SPRINGER;30/11/2016;24290;OUTBOUND;0;TORT2007;3112;SPRING;0
14883;1;132010904;MOVEIS E UTENSILIOS - COML.;CONDICIONADOR SPLIT 12 FR VERT. SPRINGER;30/11/2016;24291;DATAROOM;0;TORT2007;3112;SPRING;0
5728;0;132010904;MOVEIS E UTENSILIOS - COML.;CENTRAL TELEFONICA INTELBRAS POINTER 416;30/11/2016;24296;DATAROOM;0;TORT2007;2140;INTELB;CORP6000
6267;0;132010506;EQUIPAMENTOS C.P.D. - COML.;SWITCH 4400 3COM® 24 PORTAS, P.N 3C17206;30/11/2016;24297;DATAROOM;0;TORT2007;3112;3COM;4400SE
7230;1;132010506;EQUIPAMENTOS C.P.D. - COML.;SERVIDOR DELL POWEREDGE 1850 XEON 3.2;30/11/2016;24298;DATAROOM;0;TORT2007;2140;DELL;POWER
14486;0;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA MULTIFUNCIONAL M1212NF LASER;30/11/2016;24305;LOGISTICA;0;TORT2007;3112;HP;LASERJET
14884;1;132010904;MOVEIS E UTENSILIOS - COML.;CONDICIONADOR SPLIT 12 FR VERT. SPRINGER;30/11/2016;24306;LOGISTICA;0;TORT2007;3112;SPRING;0
11887;0;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA LASER HP MOD. 4015N.;30/11/2016;24307;LOGISTICA;0;TORT2007;3112;HP;LASERJET
10008;1;136010103;EQUIPAMENTOS CPD - COML.;MICROCOMPUTADOR DELL OPTIPLEX 755 INTEL;30/11/2016;16227;LOGISTICA;0;TORT2007;3112;DELL;OPT.9020
9483;1;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR DELL FLAT PANEL 17 E178FPC.;30/11/2016;24308;LOGISTICA;0;TORT2007;2140;DELL;E19
14476;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO VOLANTE;30/11/2016;24310;LOGISTICA;0;TORT2007;3112;;
14480;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO DE TRABALHO COM MESA ANGULAR;30/11/2016;24311;LOGISTICA;0;TORT2007;3112;;
14481;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO DE TRABALHO COM MESA ANGULAR;30/11/2016;24312;LOGISTICA;0;TORT2007;3112;;
16291;0;132010506;EQUIPAMENTOS C.P.D. - COML.;IMPRESSORA MULTIFUNC. COLORIDA HP M177FW;30/11/2016;16291;LOGISTICA;0;TORT2007;3112;HP;LASERJET
14477;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO VOLANTE;30/11/2016;24313;LOGISTICA;0;TORT2007;3112;;
5709;0;132010904;MOVEIS E UTENSILIOS - COML.;APARELHO SPRINGER MUNDIAL 10.500 BTU - F;30/11/2016;23316;LOGISTICA;0;TORT2007;2140;SPRING;0
14478;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO VOLANTE;30/11/2016;24317;LOGISTICA;0;TORT2007;3112;;
14482;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO DE TRABALHO COM MESA ANGULAR;30/11/2016;24318;LOGISTICA;0;TORT2007;3112;;
14483;0;132010904;MOVEIS E UTENSILIOS - COML.;ESTACAO DE TRABALHO COM MESA ANGULAR;30/11/2016;24321;LOGISTICA;0;TORT2007;3112;;
14479;0;132010904;MOVEIS E UTENSILIOS - COML.;GAVETEIRO VOLANTE;30/11/2016;24322;LOGISTICA;0;TORT2007;3112;;
5689;0;132010904;MOVEIS E UTENSILIOS - COML.;ARMARIO EM FORMICA CINZA COM DUAS PORTAS;30/11/2016;24324;LOGISTICA;0;TORT2007;2140;;
15625;0;132010904;MOVEIS E UTENSILIOS - COML.;MESA ANGULAR 135X135X75 C/ GAVETEIRO VOL;30/11/2016;24326;LOGISTICA;0;TORT2007;3112;;
15427;0;132010506;EQUIPAMENTOS C.P.D. - COML.;MONITOR HP LCD L185 18.5;30/11/2016;24327;LOGISTICA;0;TORT2007;3112;HP;17
15305;0;132010506;EQUIPAMENTOS C.P.D. - COML.;DESKTOP HP COMPAQ 6200 MT BRASIL;30/11/2016;24328;LOGISTICA;0;TORT2007;3112;HP;6300
15238;0;132010506;EQUIPAMENTOS C.P.D. - COML.;HP NOTEBOOK 6460B;30/11/2016;24331;LOGISTICA;0;TORT2007;2140;DELL;0
14525;0;132010904;MOVEIS E UTENSILIOS - COML.;CAMERA DIGITAL SAMSUNG PRATA.;30/11/2016;14525;LOGISTICA;0;TORT2007;2140;SAMSUG;5X
