Bem Pat;Seq;Conta;Descrição Conta;Narrativa;Data Inv.;Plaqueta;Localização;Un Neg;Plano CCusto;Centro Custo;MARCA;MODELO;Licença Uso;Especificação Técnica
103456;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I10 X  3200M DO SILO;30/11/2016;109266;ZOOTECNIA;0;TORT2007;7425;;;RO41216T;
413001;34;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;35;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;36;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;37;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;38;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;39;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413006;29;135010402;EQUIPAMENTOS - PROD;BALANCA ANALITICA 200 G - 0,0001.;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;
103292;1;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE CLORETO DE SODI;30/11/2016;109022;POLIVITAMINI;0;TORT2007;7422;;;MG31102A;
103534;0;135010402;EQUIPAMENTOS - PROD;FILTRO CARTUCHO PARA MOEGA DE 3M3;30/11/2016;109022;POLIVITAMINI;0;TORT2007;7422;;;FL31102A01;
103450;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I12 X  2,500M DO SILO;30/11/2016;109039;POLIVITAMINI;0;TORT2007;7422;;;RO31116A;
103520;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE CORINGAS, TAG;30/11/2016;109023;POLIVITAMINI;0;TORT2007;7422;;;MG31102B;
103537;0;135010402;EQUIPAMENTOS - PROD;FILTRO CARTUCHO PARA MOEGA DE 3M3;30/11/2016;109023;POLIVITAMINI;0;TORT2007;7422;;;FL31102B01;
103453;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I12 X  25500M DO SILO;30/11/2016;109040;POLIVITAMINI;0;TORT2007;7422;;;RO31116B;
103523;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE CORINGAS, TAG;30/11/2016;109024;POLIVITAMINI;0;TORT2007;7422;;;MG31102C;
103541;0;135010402;EQUIPAMENTOS - PROD;FILTRO CARTUCHO PARA MOEGA DE 3M3;30/11/2016;109024;POLIVITAMINI;0;TORT2007;7422;;;FL31102C01;
103447;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I12 X  3,500M DO SILO;30/11/2016;109041;POLIVITAMINI;0;TORT2007;7422;;;RO31116C;
103223;2;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE FARINHA DE PEIX;30/11/2016;109025;POLIVITAMINI;0;TORT2007;7422;;;MG31102D;
103512;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7 MANGAS - SILO DE 3M3, TAG;30/11/2016;109025;POLIVITAMINI;0;TORT2007;7422;;;FL31102D01;
103462;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X  1700 - MILHO;30/11/2016;109042;POLIVITAMINI;0;TORT2007;7422;;;RO31116D;
103226;1;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE FARINHA DE PEIX;30/11/2016;109026;POLIVITAMINI;0;TORT2007;7422;;;MG31102E;
103212;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE  MANGAS - SILO DE 10M3  TAG;30/11/2016;109026;POLIVITAMINI;0;TORT2007;7422;;;FL31102E01;
103465;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X  1900 - SOJA;30/11/2016;109043;POLIVITAMINI;0;TORT2007;7422;;;RO31116E;
103130;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE FOSFATO BICALCI;30/11/2016;109027;POLIVITAMINI;0;TORT2007;7422;;;MG31102F;
103515;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7 MANGAS - SILO DE 3M3, TAG;30/11/2016;109027;POLIVITAMINI;0;TORT2007;7422;;;FL31102F01;
103471;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X  2100 - UREIA;30/11/2016;109044;POLIVITAMINI;0;TORT2007;7422;;;RO31116F;
103133;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE FOSFATO BICALCI;30/11/2016;109028;POLIVITAMINI;0;TORT2007;7422;;;MG31102G;
103437;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA MOEGA DE 2M3 - TAG;30/11/2016;109028;POLIVITAMINI;0;TORT2007;7422;;;FL31102G01;
103459;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X  2300 - UREIA;30/11/2016;109045;POLIVITAMINI;0;TORT2007;7422;;;RO31116G;
103445;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE FOSFATO, CAPAC.;30/11/2016;109029;POLIVITAMINI;0;TORT2007;7422;;;MG31102H;
103442;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA MOEGA DE 2M3 - TAG;30/11/2016;109029;POLIVITAMINI;0;TORT2007;7422;;;FL31102H01;
103467;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X  3000 - SAL MOID;30/11/2016;109046;POLIVITAMINI;0;TORT2007;7422;;;RO31116H;
103448;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE FOSFATO, CAPAC.;30/11/2016;109030;POLIVITAMINI;0;TORT2007;7422;;;MG31102I;
103418;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA MOEGA DE 2M3 - TAG;30/11/2016;109030;POLIVITAMINI;0;TORT2007;7422;;;FL31102I01;
103344;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X  7,8M DO SILO;30/11/2016;109047;POLIVITAMINI;0;TORT2007;7422;;;RO31116I;
103265;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE SOLO DE LEITE K;30/11/2016;109038;POLIVITAMINI;0;TORT2007;7422;;;MG31102T;
103472;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE KCL / CORINGA;30/11/2016;109069;POLIVITAMINI;0;TORT2007;7422;;;MG31102S;
103424;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA MOEGA DE 2M3 - TAG;30/11/2016;109069;POLIVITAMINI;0;TORT2007;7422;;;FL31102S01;
103427;0;135010402;EQUIPAMENTOS - PROD;DEGRUMADOR COM TELA DUPLA - TAG DEG228C;30/11/2016;109068;POLIVITAMINI;0;TORT2007;7422;;;DE31102S01;
101423;0;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;TALHA MONOVIA ZANUTO;30/11/2016;101423;POLIVITAMINI;0;TORT2007;7422;;;TL31117A;
103441;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADORA PNEUMATICO - 10J100 - TAG;30/11/2016;109067;POLIVITAMINI;0;TORT2007;7422;;;TP31119A;
103247;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE LEVEDO DE CANA;30/11/2016;109031;POLIVITAMINI;0;TORT2007;7422;;;MG31102J;
103430;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA MOEGA DE 2M3 - TAG;30/11/2016;109031;POLIVITAMINI;0;TORT2007;7422;;;FL31102J01;
103346;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X  7,8M DO SILO;30/11/2016;109048;POLIVITAMINI;0;TORT2007;7422;;;RO31116J;
103250;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE LEVEDO DE CANA;30/11/2016;109032;POLIVITAMINI;0;TORT2007;7422;;;MG31102K;
103518;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7 MANGAS - SILO DE 3M3, TAG;30/11/2016;109032;POLIVITAMINI;0;TORT2007;7422;;;FL31102K01;
103338;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X 4M CAPAC. 60Mƒ/H;30/11/2016;109049;POLIVITAMINI;0;TORT2007;7422;;;RO31116K;
103511;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE LISINA / CORING;30/11/2016;109033;POLIVITAMINI;0;TORT2007;7422;;;MG31102L;
103521;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7 MANGAS - SILO DE 3M3, TAG;30/11/2016;109033;POLIVITAMINI;0;TORT2007;7422;;;FL31102L01;
103336;0;135010402;EQUIPAMENTOS - PROD;ROSCA HELICOIDAL I16 X 4M CAPAC. 60Mƒ/H;30/11/2016;109050;POLIVITAMINI;0;TORT2007;7422;;;RO31116L;
103514;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE LISINA / CORING;30/11/2016;109034;POLIVITAMINI;0;TORT2007;7422;;;MG31102M;
103524;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7 MANGAS - SILO DE 3M3, TAG;30/11/2016;109034;POLIVITAMINI;0;TORT2007;7422;;;FL31102M01;
103138;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA 010x1975mm - MILHO;30/11/2016;109051;POLIVITAMINI;0;TORT2007;7422;;;RO31116M;
103487;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE LISINA, CAPAC.;30/11/2016;109035;POLIVITAMINI;0;TORT2007;7422;;;MG31102N;
103526;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7 MANGAS - SILO DE 3M3, TAG;30/11/2016;109035;POLIVITAMINI;0;TORT2007;7422;;;FL31102N01;
103141;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA 010x1975mm - MILHO;30/11/2016;109052;POLIVITAMINI;0;TORT2007;7422;;;RO31116N;
103490;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE LISINA, CAPAC.;30/11/2016;109036;POLIVITAMINI;0;TORT2007;7422;;;MG31102O;
103470;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7 MANGAS - SILO DE 5M3, TAG;30/11/2016;109036;POLIVITAMINI;0;TORT2007;7422;;;FL31102O01;
103132;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA 08x4238mm - FOSFAT;30/11/2016;109053;POLIVITAMINI;0;TORT2007;7422;;;RO31116O;
103136;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE MILHO EXTRUSADO;30/11/2016;109037;POLIVITAMINI;0;TORT2007;7422;;;MG31102P;
103473;0;135010402;EQUIPAMENTOS - PROD;FILTRO COM 7 MANGAS - SILO DE 5M3, TAG;30/11/2016;109037;POLIVITAMINI;0;TORT2007;7422;;;FL31102P01;
103135;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA 08x4238mm - FOSFAT;30/11/2016;109054;POLIVITAMINI;0;TORT2007;7422;;;RO31116P;
413001;94;135010402;EQUIPAMENTOS - PROD;TRANSPORTE PNEUMATICO PARA RACAO EXTRUS.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
703995;0;135010402;EQUIPAMENTOS - PROD;BOMBA DOSADORA INJETRONIC V-10 P4 220V.;30/11/2016;109057;POLIVITAMINI;0;TORT2007;7422;;;BO31119B;
103528;0;135010402;EQUIPAMENTOS - PROD;SISTEMA DE PESAGEM FILTRO - TAG F210A;30/11/2016;109055;POLIVITAMINI;0;TORT2007;7422;;;FL41102Q01;
103554;0;135010402;EQUIPAMENTOS - PROD;VALVULA DESVIADORA PNEUMATICA PARA;30/11/2016;109060;POLIVITAMINI;0;TORT2007;7422;;;VD31141A;
705011;0;135010402;EQUIPAMENTOS - PROD;MISTURADOR HORIZONTAL;30/11/2016;109061;POLIVITAMINI;0;TORT2007;7422;;;MI31107A;
103532;0;135010402;EQUIPAMENTOS - PROD;SISTEMA DE PESAGEM FILTRO - TAG F210AB;30/11/2016;109056;POLIVITAMINI;0;TORT2007;7422;;;FL31102R01;
103560;0;135010402;EQUIPAMENTOS - PROD;VALVULA DESVIADORA PNEUMATICA PARA;30/11/2016;109059;POLIVITAMINI;0;TORT2007;7422;;;VD31141B;
704021;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA 9x4000MM C/MOTOR;30/11/2016;109058;POLIVITAMINI;0;TORT2007;7422;;;RO31116Q;
413006;9;135010402;EQUIPAMENTOS - PROD;BALANCA ELETRONICA DE PRECISAO 5000G -;30/11/2016;109321;SILOS ESTOC.;0;TORT2007;7423;ALFA;;EX12208A01;
103139;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE MILHO EXTRUSADO;30/11/2016;109062;POLIVITAMINI;0;TORT2007;7422;;;MG31102U;
413001;60;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA DE 6 x 4000MM C/MO;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;171;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA DE 6X4700MM ACIONA;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103564;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR DE CORREIA 24 X 7000;30/11/2016;109064;POLIVITAMINI;0;TORT2007;7422;;;TC31109A;
13664;0;135010802;MAQUINAS E ACESSORIOS - PROD.;BALANCA PRIX 3.15 / 30KG C/ SAIDA RS23;30/11/2016;13664;POLIVITAMINI;0;TORT2007;7422;;;BL31142A;
103278;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 2M3 - TAG F30;30/11/2016;109066;POLIVITAMINI;0;TORT2007;7422;;;FL31112A01;
103433;0;135010402;EQUIPAMENTOS - PROD;DEGRUMADOR NORMAL - TAG DEG228D;30/11/2016;109174;ZOOTECNIA;0;TORT2007;7425;;;DE41114A01;
413001;27;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CANECASDE 6 X 10.000MM.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103460;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE MILHO MOIDO /;30/11/2016;109132;ZOOTECNIA;0;TORT2007;7425;;;MG41102A;
103215;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE  MANGAS - SILO DE 10M3  TAG;30/11/2016;109132;ZOOTECNIA;0;TORT2007;7425;;;FL41102A01;
413001;176;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA DE 9 X 2700MM.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103505;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE OXIDO DE MAGNES;30/11/2016;109133;ZOOTECNIA;0;TORT2007;7425;;;MG41102B;
103140;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE  MANGAS - SILO DE 10M3  TAG F2;30/11/2016;109133;ZOOTECNIA;0;TORT2007;7425;;;FL41102B01;
413001;174;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA DE 9 X 3300MM.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103508;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE OXIDO DE MAGNES;30/11/2016;109134;ZOOTECNIA;0;TORT2007;7425;;;MG41102C;
103137;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE 10 MANGAS - SILO DE 10M3  TAG;30/11/2016;109134;ZOOTECNIA;0;TORT2007;7425;;;FL41102C01;
413001;175;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA DE 9 X 3300MM.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103341;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE PREMIX COMPOSTO;30/11/2016;109127;GALPAODE SAL;0;TORT2007;7425;;;EL22114D;
103415;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA DESEMPOEIRAMENTO;30/11/2016;109135;ZOOTECNIA;0;TORT2007;7425;;;FL41102D01;
413001;61;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA DE 9 X 4000MM C/MO;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103244;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE PREMIX COMPOSTO;30/11/2016;109136;ZOOTECNIA;0;TORT2007;7425;;;MG41102E;
103284;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 2M3 - TAG F30;30/11/2016;109136;ZOOTECNIA;0;TORT2007;7425;;;FL41102E01;
103438;0;135010402;EQUIPAMENTOS - PROD;DEGRUMADOR NORMAL - TAG DEG228E;30/11/2016;109200;ZOOTECNIA;0;TORT2007;7425;;;DE41114B01;
103127;0;135010402;EQUIPAMENTOS - PROD;ELEVADOR DE CARGA, CAPAC. 1 T/H. TAG EL3;30/11/2016;109199;ZOOTECNIA;0;TORT2007;7425;;;EL41114B;
103481;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE PREMIX, CAPAC.;30/11/2016;109137;ZOOTECNIA;0;TORT2007;7425;;;MG41102F;
103461;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 10M3, TAG;30/11/2016;109137;ZOOTECNIA;0;TORT2007;7425;;;FL41102F01;
103484;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE PREMIX, CAPAC.;30/11/2016;109138;ZOOTECNIA;0;TORT2007;7425;;;MG41102G;
103464;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 10M3, TAG;30/11/2016;109138;ZOOTECNIA;0;TORT2007;7425;;;FL41102G01;
102665;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA EM AÇO INOX 304 TUB;30/11/2016;109152;ZOOTECNIA;0;TORT2007;7425;;;RO41116G;
103271;1;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE RESERVA / OXIDO;30/11/2016;109139;ZOOTECNIA;0;TORT2007;7425;;;MG41102H;
103272;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 2M3 - TAG F30;30/11/2016;109139;ZOOTECNIA;0;TORT2007;7425;;;FL41102H01;
102692;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA EM INOX MED 374MM E;30/11/2016;109153;ZOOTECNIA;0;TORT2007;7425;;;RO41116H;
103274;1;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE RESERVA / OXIDO;30/11/2016;109140;ZOOTECNIA;0;TORT2007;7425;;;MG41102I;
104293;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA HELICOIDAL 3000MM;30/11/2016;109154;ZOOTECNIA;0;TORT2007;7425;;;RO41116I;
103217;1;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE RESERVA DE PREM;30/11/2016;109185;ZOOTECNIA;0;TORT2007;7425;;;MG41102R;
103290;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 2M3 - TAG F30;30/11/2016;109185;ZOOTECNIA;0;TORT2007;7425;;;FL41102R01;
103116;1;135010402;EQUIPAMENTOS - PROD;DEGRUMADOR NORMAL - TAG DEG320A;30/11/2016;109184;ZOOTECNIA;0;TORT2007;7425;;;DE41102R01;
103220;1;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE RESERVA DE PREM;30/11/2016;109141;ZOOTECNIA;0;TORT2007;7425;;;MG41102J;
103275;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 2M3 - TAG F30;30/11/2016;109141;ZOOTECNIA;0;TORT2007;7425;;;FL4110Jj01;
104274;0;135010402;EQUIPAMENTOS - PROD;ROSCA TRANSPORTADORA HELICOIDAL DIAM. 23;30/11/2016;109155;ZOOTECNIA;0;TORT2007;7425;;;RO41116J;
103466;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE SAL MOIDO, TAG;30/11/2016;109142;ZOOTECNIA;0;TORT2007;7425;;;MG41102K;
103281;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 2M3 - TAG F30;30/11/2016;109142;ZOOTECNIA;0;TORT2007;7425;;;FL41102K01;
413001;92;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR DE ROSCA EM ACO INOX.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103468;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE SAL MOIDO, TAG;30/11/2016;109143;ZOOTECNIA;0;TORT2007;7425;;;MG41102L;
103287;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 2M3 - TAG F30;30/11/2016;109143;ZOOTECNIA;0;TORT2007;7425;;;FL41102L01;
413001;93;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR DE ROSCA EM ACO INOX.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103259;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE SENOLAT HL / CA;30/11/2016;109144;ZOOTECNIA;0;TORT2007;7425;;;MG41102M;
103293;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS - SILO DE 2M3 - TAG F30;30/11/2016;109144;ZOOTECNIA;0;TORT2007;7425;;;FL41102M01;
103747;0;135012302;MAQS.EQUIPS.INC. LEI 11051/04-PR;TRANSPORTADOR HELICOIDAL;30/11/2016;109158;ZOOTECNIA;0;TORT2007;7425;;;RO41116M;
103262;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE SENOLAT HL / CA;30/11/2016;109145;ZOOTECNIA;0;TORT2007;7425;;;MG41102N;
103295;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS PARA MOEGA DA BALANCA;30/11/2016;109145;ZOOTECNIA;0;TORT2007;7425;;;FL41102N01;
104064;0;135010402;EQUIPAMENTOS - PROD;HELICOIDAL EM ACO INOX 304 - SOLDA ALTER;30/11/2016;109159;ZOOTECNIA;0;TORT2007;7425;;;RO41116N;
103535;0;135010402;EQUIPAMENTOS - PROD;SISTEMA DE PESAGEM FILTRO - TAG F210AC;30/11/2016;109160;ZOOTECNIA;0;TORT2007;7425;;;FL41102O01;
103467;1;135010402;EQUIPAMENTOS - PROD;HELICOIDE DE 3.350mm - CONFECCIONADO EM;30/11/2016;109046;POLIVITAMINI;0;TORT2007;7422;;;RO31116H;
103539;0;135010402;EQUIPAMENTOS - PROD;SISTEMA DE PESAGEM FILTRO - TAG F210AD;30/11/2016;109161;ZOOTECNIA;0;TORT2007;7425;;;FL41102P01;
103314;0;135010402;EQUIPAMENTOS - PROD;MISTURADORES HORIZONTAIS CAPAC. 01M3 - T;30/11/2016;109166;ZOOTECNIA;0;TORT2007;7425;;;MI41107A;
103142;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE SOJA EXTRUSADA,;30/11/2016;109166;ZOOTECNIA;0;TORT2007;7425;;;MG41102S;
103305;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGAS PARA MOEGA DA BALANCA;30/11/2016;109166;ZOOTECNIA;0;TORT2007;7425;;;FL41107A01;
103467;3;135010402;EQUIPAMENTOS - PROD;HELICOIDE DE 3.350MM E 3.920MM - CONFECC;30/11/2016;109046;POLIVITAMINI;0;TORT2007;7422;;;RO31116H;
103542;0;135010402;EQUIPAMENTOS - PROD;SISTEMA DE PESAGEM FILTRO - TAG F211A;30/11/2016;109162;ZOOTECNIA;0;TORT2007;7425;;;FL41102Q01;
103469;4;135010402;EQUIPAMENTOS - PROD;HELICOIDE DE 3.350mm E 3.920mm - CONFECC;30/11/2016;109016;SILOS ESTOC.;0;TORT2007;7423;;;SI12108B;
103126;0;135010402;EQUIPAMENTOS - PROD;ELEVADORES DE CARGA, CAPAC. 1 T/H TAG EL;30/11/2016;109198;ZOOTECNIA;0;TORT2007;7425;;;EL41114C;
103304;0;135010402;EQUIPAMENTOS - PROD;SILO PARA ENSAQUE C/SAIDA DUPLA 8 VIBRAJ;30/11/2016;109165;ZOOTECNIA;0;TORT2007;7425;;;S/TAG;
103403;0;135010402;EQUIPAMENTOS - PROD;FILTRO DE MANGA PARA SILO DE 420M3, TAG;30/11/2016;109165;ZOOTECNIA;0;TORT2007;7425;;;FL41105A01;
413001;40;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;41;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;42;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;43;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;33;135010402;EQUIPAMENTOS - PROD;ENSACADEIRA ELETRONONICA ES 5000SB MOD.7;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
103565;0;135010402;EQUIPAMENTOS - PROD;TRANSPORTADOR DE CORREIA 24 X 7000;30/11/2016;109197;ZOOTECNIA;0;TORT2007;7425;;;TC41109A;
103214;0;135010402;EQUIPAMENTOS - PROD;SILO PARA RECEBIMENTO DE SOJA EXTRUSADA,;30/11/2016;109189;ZOOTECNIA;0;TORT2007;7425;;;MG41102T;
103469;2;135010402;EQUIPAMENTOS - PROD;HELICOIDE DE 3.920mm - CONFECCIONADO EM;30/11/2016;109016;SILOS ESTOC.;0;TORT2007;7423;;;SI12108B;
413001;181;135010402;EQUIPAMENTOS - PROD;HELICOIDE P/ ROSCA TRANSPORTADORA;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;82;135010402;EQUIPAMENTOS - PROD;SOPRADOR TIPO ROOTS MOD. R 100.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;83;135010402;EQUIPAMENTOS - PROD;SOPRADOR TIPO ROOTS MOD. R 100.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
413001;85;135010402;EQUIPAMENTOS - PROD;SOPRADOR TIPO ROOTS MOD. R 100.;30/11/2016;109333;SILOS ESTOC.;0;TORT2007;7423;;;TL12217A;
