num_bem_pat;num_seq_bem_pat;;CONCILIA«√O;;cod_cta_pat;Custo;Depreci;DescriÁ„o Conta;DescriÁ„o;Data Aquis;Data Calc;Estab;Desc. Estabelecimento;Plaqueta;LocalizaÁ„o;Centro Custo;Un Neg;Data Saldo;Plano CCusto; Valor Imobilizado ; Valor Depreciado ; Valor Amortizado ; Valor Liquido ;Quantidade
5633;4;56334;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REVERSAO DO CREDITO DE ICMS - NF.13570;31/12/2004;31/12/2004;19;Mairinque / SP;5633;MAIRINQUE;7225;0;01/01/2015;TORT2007;5140;5140;0;0;1
5633;5;56335;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REVERSAO DO CREDITO DE ICMS - NF. 13571;31/12/2004;31/12/2004;19;Mairinque / SP;5633;MAIRINQUE;7225;0;01/01/2015;TORT2007;719,6;719,6;0;0;1
5633;6;56336;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REVERSAO DO CREDITO DE ICMS - NF. 13395;31/12/2004;31/12/2004;19;Mairinque / SP;5633;MAIRINQUE;7225;0;01/01/2015;TORT2007;79,2;79,2;0;0;1
5633;7;56337;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REFORMA DOS EQUIPAMENTOS DA GARCIA II;28/02/2005;28/02/2005;19;Mairinque / SP;5633;MAIRINQUE;7225;0;01/01/2016;TORT2007;545739,96;545739,96;0;0;1
5634;0;56340;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REFORMA DOS EQUIPAMENTOS GARCIA III;25/05/2004;25/05/2004;19;Mairinque / SP;5634;MAIRINQUE;7225;0;01/01/2015;TORT2007;766238,42;766238,42;0;0;1
5634;10;563410;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE PROGRAMACAO DO PLC GARCIA;01/08/2011;01/08/2011;19;Mairinque / SP;?;ZOOTECNICA;7225;0;01/08/2016;TORT2007;1000;333,6;0;666,4;1
5634;11;563411;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE MONTAGEM PREMIX;01/03/2012;01/03/2012;19;Mairinque / SP;;ZOOTECNICA;7225;0;01/08/2016;TORT2007;22208,91;6539,67;0;15669,24;1
5634;9;56349;N/A;;134010103;1.3.4.01.01;1.3.4.02.01;SOFTWARE - LICENCA DE USO - INDL;SOFTWARE - SISTEMA DE AUTOMACAO GARCIA;25/05/2004;25/05/2004;19;Mairinque / SP;5634;MAIRINQUE;7225;0;01/05/2010;TORT2007;36300;36300;0;0;1
5861;2;58612;N/A;;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;ESCADA 05 DEGRAUS;30/06/1998;30/06/1998;19;Mairinque / SP;5861;MAIRINQUE;1160;0;01/03/2015;TORT2007;83,71;83,71;0;0;1
5868;1;58681;N/A;;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;CONTENTOR ROTOMOLDADO CAPAC. 1000 L.;19/05/2004;19/05/2004;19;Mairinque / SP;5868;MAIRINQUE;7225;0;01/08/2016;TORT2007;1685;1435,58;0;249,42;1
5870;2;58702;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FRETE NO TRANSPORTE DO SILO EM ACO.;25/05/2004;25/05/2004;19;Mairinque / SP;5870;MAIRINQUE;7223;0;01/01/2015;TORT2007;16188,2;16188,2;0;0;1
5870;3;58703;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE EXECUCAO DE 16 ESTACAS;25/05/2004;25/05/2004;19;Mairinque / SP;5870;MAIRINQUE;7223;0;01/02/2015;TORT2007;3500;3500;0;0;1
5870;4;58704;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE MDO P/EXECUCAO DE BASE.;25/05/2004;25/05/2004;19;Mairinque / SP;5870;MAIRINQUE;7223;0;01/01/2015;TORT2007;10200;10200;0;0;1
5870;5;58705;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;14M3 DE PEDRA BRITA P/BASE DO SILO;25/05/2004;25/05/2004;19;Mairinque / SP;5870;MAIRINQUE;7223;0;01/01/2015;TORT2007;2436;2436;0;0;1
5870;6;58706;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MATERIAIS P/USO NA BASE DO SILO CALCITA;25/05/2004;25/05/2004;19;Mairinque / SP;5870;MAIRINQUE;7223;0;01/08/2016;TORT2007;4404,75;3752,57;0;652,18;1
5957;1;59571;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ELETRODO HA405-DPA-SC-S8/120;15/08/2005;15/08/2005;19;Mairinque / SP;5957;MAIRINQUE;7224;0;01/01/2016;TORT2007;1235;1235;0;0;1
6124;2;61242;N/A;;135010401;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - ADM.;FABRICACAO DE EIXO C/PAS E MODIFICACAO;09/08/2005;09/08/2005;19;Mairinque / SP;6124;MAIRINQUE;6150;0;01/01/2016;TORT2007;1600;1600;0;0;1
6138;0;61380;N/A;;135010802;1.3.5.01.08;1.3.5.02.07;MAQUINAS E ACESSORIOS - PROD.;ESMERILHADEIRA 7 GWS 20-180 220V BOSCH;14/12/2004;14/12/2004;19;Mairinque / SP;6138;MAIRINQUE;7231;0;01/02/2011;TORT2007;534,06;534,06;0;0;1
6344;0;63440;N/A;;132010902;1.3.2.01.09;1.3.2.05.08;MOVEIS E UTENSILIOS - PROD;ESCADA DE ALUMÕNIO 02 EM 01 C/10 DEGRAUS;22/04/2005;22/04/2005;19;Mairinque / SP;6344;MAIRINQUE;7231;0;01/05/2015;TORT2007;369;369;0;0;1
6345;4;63454;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;PECAS REFORMA SECADOR;06/05/2013;06/05/2013;19;Mairinque / SP;6345;ZOOTECNICA;7225;0;01/08/2016;TORT2007;2278;493,74;0;1784,26;1
6389;1;63891;N/A;;135012301;1.3.5.01.23;1.3.5.02.23;MAQS.EQUIPS.INC. LEI 11051/04-AD;SOLUCAO PADRAO P/CALIBRACAO DO CROMATOGR;08/06/2005;08/06/2005;19;Mairinque / SP;6389;;6150;0;01/01/2016;TORT2007;1544,27;1544,27;0;0;1
6389;2;63892;N/A;;135012301;1.3.5.01.23;1.3.5.02.23;MAQS.EQUIPS.INC. LEI 11051/04-AD;SOLUCAO DE CALIBRACAO PARA CROMATOGRAFO;23/06/2005;23/06/2005;19;Mairinque / SP;6389;;6150;0;01/01/2016;TORT2007;606,33;606,33;0;0;1
6428;10;642810;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE DECAPAGEM, APLICAAçO DE FUNDO;03/04/2006;03/04/2006;19;Mairinque / SP;6428;INDUSTRIA;7222;0;01/08/2016;TORT2007;2391,6;2295,8;0;95,8;1
6428;11;642811;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE DECAPAGEM, APLICAAçO DE FUNDO;12/04/2006;12/04/2006;19;Mairinque / SP;6428;INDUSTRIA;7222;0;01/08/2016;TORT2007;3587,4;3443,19;0;144,21;1
6428;13;642813;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MDO PARA DECAPAGEM NO CONJ. DE EXTRUSAO;26/04/2006;26/04/2006;19;Mairinque / SP;6428;INDUSTRIA;7222;0;01/08/2016;TORT2007;5658,29;5431,44;0;226,85;1
6428;19;642819;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SOFT STARTER 315A 3RW44 46-6BC44-SIEMENS;01/08/2006;01/08/2006;19;Mairinque / SP;6428;INDUSTRIA;7222;0;01/08/2016;TORT2007;6500;6239,36;0;260,64;1
6428;2;64282;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVIAOS DE INSTALAAEES ELëTRICAS COM FO;10/01/2006;10/01/2006;19;Mairinque / SP;6428;INDUSTRIA;7222;0;01/08/2016;TORT2007;57373,19;55072,38;0;2300,81;1
6428;4;64284;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE MONTAGEM MECANICA DE MAQUINAS;01/10/2005;01/10/2005;19;Mairinque / SP;6428;INDUSTRIA;7222;0;01/01/2016;TORT2007;4000;4000;0;0;1
6641;2;66412;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FRETE NO TRANSPORTE DE SENSOR DE NIVEL;12/07/2005;12/07/2005;19;Mairinque / SP;6641;MAIRINQUE;7220;0;01/01/2016;TORT2007;115,09;115,09;0;0;1
6641;3;66413;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FRETE NO TRANSPORTE DE SILOS E ENXOFRE;01/05/2005;01/05/2005;19;Mairinque / SP;6641;MAIRINQUE;7220;0;01/01/2016;TORT2007;6947,6;6947,6;0;0;1
6641;4;66414;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FRETES NO TRANSPORTE DE SILOS E ENXOFRE;01/05/2005;01/05/2005;19;Mairinque / SP;6641;MAIRINQUE;7220;0;01/01/2016;TORT2007;6947,6;6947,6;0;0;1
6642;10;664210;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE MONTAGEM TRANSP.DE ENXOFRE;13/07/2005;13/07/2005;19;Mairinque / SP;6642;MAIRINQUE;7220;0;01/01/2016;TORT2007;5320;5320;0;0;1
6642;11;664211;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;REGULADOR DE PRESSçO GAP1 GARCIA (BOOSTE;01/09/2005;01/09/2005;19;Mairinque / SP;6642;MAIRINQUE;7220;0;01/01/2016;TORT2007;11060,28;11060,28;0;0;1
6642;12;664212;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FRETE DE TRANSPORTADOR PNEUMATICO;01/10/2005;01/10/2005;19;Mairinque / SP;6642;MAIRINQUE;7220;0;01/02/2016;TORT2007;2544,19;2544,19;0;0;1
6642;6;66426;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FRETES S/TRANSPORTADOR PNEUMATICO;01/05/2005;01/05/2005;19;Mairinque / SP;6642;MAIRINQUE;7220;0;01/01/2016;TORT2007;1752,96;1752,96;0;0;1
6642;8;66428;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;FRETES S/TRANSPORTADOR PNEUMATICO;01/05/2005;01/05/2005;19;Mairinque / SP;6642;MAIRINQUE;7220;0;01/01/2016;TORT2007;1511,84;1511,84;0;0;1
6642;9;66429;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE MONTAGENS TRANSPORTE ENXOFRE;19/07/2005;19/07/2005;19;Mairinque / SP;6642;MAIRINQUE;7220;0;01/01/2016;TORT2007;11928,2;11928,2;0;0;1
6666;1;66661;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;EIXO PRINCIPAL EM AISI 304 DO ATOMIZADOR;03/01/2011;03/01/2011;19;Mairinque / SP;102242;SPRAY DRYER;7222;0;01/08/2016;TORT2007;2219;826,11;0;1392,89;1
6666;2;66662;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;EIXO PARA CABECOTE ATOMIZADOR EM ACO CAR;21/06/2013;21/06/2013;19;Mairinque / SP;6666;POLIVITAMINI;7222;0;01/08/2016;TORT2007;13775;2908,14;0;10866,86;1
6666;5;66665;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MANCAL SUPERIOR EM ACO CARBONO PARA ATOM;21/06/2013;21/06/2013;19;Mairinque / SP;6666;POLIVITAMINI;7222;0;01/08/2016;TORT2007;1026;216,6;0;809,4;1
6666;6;66666;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;ROLAMENTOS DO EIXO E RETENTOR;21/06/2013;21/06/2013;19;Mairinque / SP;6666;POLIVITAMINI;7222;0;01/08/2016;TORT2007;237,5;50,16;0;187,34;1
6666;7;66667;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;PE«AS A SEREM UTILIZADAS PARA SUBSTITUI«;21/06/2013;21/06/2013;19;Mairinque / SP;6666;POLIVITAMINI;7222;0;01/08/2016;TORT2007;665;140,22;0;524,78;1
701189;0;7011890;N/A;;134010103;1.3.4.01.01;1.3.4.02.01;SOFTWARE - LICENCA DE USO - INDL;SOFTWARE UPGRADE SPECTRAA BASE PARA SPEC;25/07/2006;25/07/2006;19;Mairinque / SP;?;MAIRINQUE;7250;0;01/08/2016;TORT2007;467,7;411,45;0;56,25;1
701190;0;7011900;N/A;;134010103;1.3.4.01.01;1.3.4.02.01;SOFTWARE - LICENCA DE USO - INDL;SOFTWARE UPGRADE SPECTRAA PRO PRAR SPECT;25/07/2006;25/07/2006;19;Mairinque / SP;?;MAIRINQUE;7250;0;01/08/2016;TORT2007;2623,57;2306,53;0;317,04;1
701191;0;7011910;N/A;;134010103;1.3.4.01.01;1.3.4.02.01;SOFTWARE - LICENCA DE USO - INDL;PLACA PCI PARA SPECTAAA 220 FS;25/07/2006;25/07/2006;19;Mairinque / SP;?;MAIRINQUE;7250;0;01/08/2016;TORT2007;3318,12;2917,53;0;400,59;1
701195;1;7011951;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;SERVICO DE MONTAGEM MECåNICA DO EQUIPAME;06/10/2006;06/10/2006;19;Mairinque / SP;?;INDUSTRIA;7222;0;01/08/2016;TORT2007;12000;11517,46;0;482,54;1
701263;0;7012630;N/A;;132011601;1.3.2.01.16;X;TERRENOS;TERRENO - 20.305,00 M2;02/01/2007;02/01/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;02/01/2007;TORT2007;64976;0;0;64976;1
701264;0;7012640;N/A;;132011601;1.3.2.01.16;X;TERRENOS;TERRENO - 31.258,71 M2;02/01/2007;02/01/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;02/01/2007;TORT2007;60830,63;0;0;60830,63;1
701360;0;7013600;N/A;;135010402;1.3.5.01.04;1.3.5.02.03;EQUIPAMENTOS - PROD;MANGOTE ABRASIFLEX 6 x 13 MM;23/04/2007;23/04/2007;19;Mairinque / SP;?;;7225;0;01/08/2016;TORT2007;1121,76;977,41;0;144,35;1
701365;0;7013650;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;SONDAGEM DE RECONHECIMENTO DE SOLO;11/06/2007;11/06/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1611,6;400,06;0;1211,54;1
701365;1;7013651;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;TABUAS / SARRAFOS;11/10/2007;11/10/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;4100,5;1017,5;0;3083;1
701365;10;70136510;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 7,5 M3 DE CONCRETO;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;246;61,06;0;184,94;1
701365;11;70136511;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 7,5 M3 DE CONCRETO.;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;246;61,06;0;184,94;1
701365;12;70136512;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;BLOCO CERAMICO ESTRUTURAL REVESTIDO.;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;2044,4;507,17;0;1537,23;1
701365;13;70136513;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONCRETO FCK 18.0 BRITA 1 SLUMP 05+-1.;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;984;244,41;0;739,59;1
701365;14;70136514;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONCRETO FCK 18.0 BRITA 1 SLUMP 05+-1.;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;984;244,41;0;739,59;1
701365;15;70136515;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONCRETO FCK 18.0 BRITA 1 SLUMP 05+-1.;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;984;244,41;0;739,59;1
701365;16;70136516;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONCRETO FCK 18.0 BRITA 1 SLUMP 05+-1.;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1049,6;260,68;0;788,92;1
701365;17;70136517;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONCRETO FCK 18.0 BRITA 1 SLUMP 05+-1.;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;984;244,41;0;739,59;1
701365;18;70136518;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONCRETO FCK 18.0 BRITA 1 SLUMP 05+-1.;01/11/2007;01/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;984;244,41;0;739,59;1
701365;19;70136519;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;BLOCO CERAMICO ESTRUTURAL MEIOBLOCO;06/11/2007;06/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1648,9;409,05;0;1239,85;1
701365;2;7013652;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;SERVICO DE PERFURACOES NO GALPAO.;22/10/2007;22/10/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;3383,1;839,63;0;2543,47;1
701365;20;70136520;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;BLOCO CERAMICO ESTRUTURAL MEIOBLOCO;07/11/2007;07/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;914,6;227,16;0;687,44;1
701365;21;70136521;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;BLOCO CERAMICO ESTRUTURAL MEIOBLOCO;14/11/2007;14/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;2044,4;507,17;0;1537,23;1
701365;22;70136522;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;SERVICOS DE CONSTRUCAO DO PREDIO.;14/11/2007;14/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;50000;12408,78;0;37591,22;1
701365;23;70136523;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;MATERIAIS DIVS.UTILIZADOS NA EXECUCAO;14/11/2007;14/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;50000;12408,78;0;37591,22;1
701365;24;70136524;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;PARAFUSOS A.BROCANTE ECOSEAL.;21/11/2007;21/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1170;290,44;0;879,56;1
701365;25;70136525;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ARAME RECOZIDO PRETO 1,24 TORCIDO.;19/11/2007;19/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1791,34;444,34;0;1347;1
701365;26;70136526;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;M.D.O. PARA REMOCAO E INSTALACAO.;20/11/2007;20/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;18510;4593,81;0;13916,19;1
701365;27;70136527;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONJUNTO DE ESTRUTURA METALICA.;22/11/2007;22/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;46260;11480,37;0;34779,63;1
701365;28;70136528;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;BLOCOS CER.ESTRUTURAL REVESTIDO 19x19x39;22/11/2007;22/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;2185,7;542,61;0;1643,09;1
701365;29;70136529;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;TELA ONDULADA DE AAO GALVANIZADO.;27/11/2007;27/11/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1698,15;421,32;0;1276,83;1
701365;3;7013653;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;TUBO C/C A53 RR 1.1/2 SCH40 PT (3.68);25/10/2007;25/10/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;5661,93;1405,08;0;4256,85;1
701365;30;70136530;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;DIVERSOS MATERIAIS PARA CONSTRUCAO.;01/12/2007;01/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;40052,4;9939,9;0;30112,5;1
701365;31;70136531;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONCRETO;10/12/2007;10/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;277,5;68,81;0;208,69;1
701365;32;70136532;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;CONCRETO;10/12/2007;10/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;277,5;68,81;0;208,69;1
701365;33;70136533;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;BRITA 0 SLUMP 10+2;10/12/2007;10/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1110;275,23;0;834,77;1
701365;34;70136534;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;BRITA 0 SLUMO 10+-2;10/12/2007;10/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1110;275,23;0;834,77;1
701365;35;70136535;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;SERVICOS DE CONSTRUCAO DO PREDIO DE APOI;06/12/2007;06/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;50000;12408,78;0;37591,22;1
701365;36;70136536;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;DIVERSOS MATERIAIS PARA CONSTRUCAO;07/12/2007;07/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;557;138,35;0;418,65;1
701365;37;70136537;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;DIVERSOS MATERIAIS PARA CONSTRUCAO;07/12/2007;07/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;2458,4;610,21;0;1848,19;1
701365;38;70136538;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;DIVERSOS MATERIAIS PARA CONSTRUCAO;07/12/2007;07/12/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;12484,6;3098,38;0;9386,22;1
701365;39;70136539;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;DIVERSOS MATERIAIS DE CONSTRUCAO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;1257,83;312,24;0;945,59;1
701365;4;7013654;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;TELA ONDULADA DE AAO GALVANIZADO.;22/10/2007;22/10/2007;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;2425,93;601,95;0;1823,98;1
701365;40;70136540;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 6,00 M3 DE CONCRETO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;222;55,28;0;166,72;1
701365;41;70136541;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 7,50 M3 DE CONCRETO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;277,5;68,81;0;208,69;1
701365;42;70136542;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 7,50 M3 DE CONCRETO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;277,5;68,81;0;208,69;1
701365;43;70136543;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 8,00 M3 DE CONCRETO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;296;73,54;0;222,46;1
701365;44;70136544;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 6,00 M3 DE CONCRETO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;222;55,28;0;166,72;1
701365;45;70136545;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 8,00 M3 DE CONCRETO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;316,8;78,54;0;238,26;1
701365;46;70136546;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 7,50 M3 DE CONCRETO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;297;73,57;0;223,43;1
701365;47;70136547;N/A;;135010302;1.3.5.01.03;1.3.5.02.02;EDIFICIOS - PROD.;ELABORACAO DE 7,50 M3 DE CONCRETO.;01/01/2008;01/01/2008;19;Mairinque / SP;?;MAIRINQUE;1160;0;01/08/2016;TORT2007;297;73,57;0;223,43;1
